price_id,price,currency,currency_to_FCFA
1,110000000.0,FCFA,0
2,40000000.0,FCFA,0
3,48000000.0,FCFA,0
4,25000000.0,FCFA,0
5,33000000.0,FCFA,0
6,262622360.0,FCFA,0
7,80000000.0,FCFA,0
8,37000000.0,FCFA,0
9,1.0,FCFA,0
10,100000000.0,FCFA,0
11,47000000.0,FCFA,0
12,74500000.0,FCFA,0
13,310000000.0,FCFA,0
14,18900000.0,FCFA,0
15,70000000.0,FCFA,0
16,170000000.0,FCFA,0
17,130000000.0,FCFA,0
18,83000000.0,FCFA,0
19,21900000.0,FCFA,0
20,180000000.0,FCFA,0
21,30000000.0,FCFA,0
22,75000000.0,FCFA,0
23,175000000.0,FCFA,0
24,57000000.0,FCFA,0
25,35000000.0,FCFA,0
26,65000000.0,FCFA,0
27,27000000.0,FCFA,0
28,160000000.0,FCFA,0
29,55000000.0,FCFA,0
30,390000000.0,FCFA,0
31,265000000.0,FCFA,0
32,750000000.0,FCFA,0
33,60000000.0,FCFA,0
34,290000000.0,FCFA,0
35,135000000.0,FCFA,0
36,250000000.0,FCFA,0
37,300000000.0,FCFA,0
38,85000000.0,FCFA,0
39,195000000.0,FCFA,0
40,0.0,FCFA,0
41,1200000000.0,FCFA,0
42,45000000.0,FCFA,0
43,10000000.0,FCFA,0
44,50000000.0,FCFA,0
45,330000000.0,FCFA,0
46,360000000.0,FCFA,0
47,215000000.0,FCFA,0
48,260000000.0,FCFA,0
49,68000000.0,FCFA,0
50,16000000.0,FCFA,0
51,230000000.0,FCFA,0
52,19000000.0,FCFA,0
53,20000000.0,FCFA,0
54,140000000.0,FCFA,0
55,220000000.0,FCFA,0
56,120000000.0,FCFA,0
57,370000000.0,FCFA,0
58,450000000.0,FCFA,0
59,155000000.0,FCFA,0
60,92000000.0,FCFA,0
61,95000000.0,FCFA,0
62,13000000.0,FCFA,0
63,11000000.0,FCFA,0
64,210000000.0,FCFA,0
65,179000000.0,FCFA,0
66,150000000.0,FCFA,0
67,168000000.0,FCFA,0
68,700000000.0,FCFA,0
69,105000000.0,FCFA,0
70,550000000.0,FCFA,0
71,115000000.0,FCFA,0
72,600000000.0,FCFA,0
73,375000000.0,FCFA,0
74,165000000.0,FCFA,0
75,79000000.0,FCFA,0
76,540000000.0,FCFA,0
77,490000000.0,FCFA,0
78,200000000.0,FCFA,0
79,54900000.0,FCFA,0
80,125000000.0,FCFA,0
81,460000000.0,FCFA,0
82,90000000.0,FCFA,0
83,350000000.0,FCFA,0
84,158500000.0,FCFA,0
85,360500000.0,FCFA,0
86,32000000.0,FCFA,0
87,38000000.0,FCFA,0
88,42000000.0,FCFA,0
89,500000000.0,FCFA,0
90,144500000.0,FCFA,0
91,247500000.0,FCFA,0
92,127430000.0,FCFA,0
93,89000000.0,FCFA,0
94,147590000.0,FCFA,0
95,113800000.0,FCFA,0
96,145000000.0,FCFA,0
97,361000000.0,FCFA,0
98,285000000.0,FCFA,0
99,190000000.0,FCFA,0
100,39500000.0,FCFA,0
101,46000000.0,FCFA,0
102,2700000000.0,FCFA,0
103,3000000.0,FCFA,0
104,185000000.0,FCFA,0
105,18000000.0,FCFA,0
106,268000000.0,FCFA,0
107,138000000.0,FCFA,0
108,480000000.0,FCFA,0
109,156000000.0,FCFA,0
110,62000000.0,FCFA,0
111,7000000000.0,FCFA,0
112,750.0,FCFA,0
113,1000000000.0,FCFA,0
114,400000000.0,FCFA,0
115,800000000.0,FCFA,0
116,87000000.0,FCFA,0
117,17000000.0,FCFA,0
118,395000000.0,FCFA,0
119,118000000.0,FCFA,0
120,325000000.0,FCFA,0
121,225000000.0,FCFA,0
122,136500000.0,FCFA,0
123,285500000.0,FCFA,0
124,380000000.0,FCFA,0
125,44000000.0,FCFA,0
126,475000000.0,FCFA,0
127,1600000000.0,FCFA,0
128,950000000.0,FCFA,0
129,91000000.0,FCFA,0
130,74000000.0,FCFA,0
131,1300000.0,FCFA,0
132,23800000.0,FCFA,0
133,320000000.0,FCFA,0
134,170550000.0,FCFA,0
135,64385000.0,FCFA,0
136,227500000.0,FCFA,0
137,71000000.0,FCFA,0
138,67000000.0,FCFA,0
139,181500000.0,FCFA,0
140,64900000.0,FCFA,0
141,2750000000.0,FCFA,0
142,2500000000.0,FCFA,0
143,230000000000.0,FCFA,0
144,89250000.0,FCFA,0
145,280000000.0,FCFA,0
146,109000000.0,FCFA,0
147,650000000.0,FCFA,0
148,1400000000.0,FCFA,0
149,275000000.0,FCFA,0
150,25000.0,FCFA,0
151,350000.0,FCFA,0
152,800000.0,FCFA,0
153,12000.0,FCFA,0
154,2116200000.0,FCFA,0
155,2000000.0,FCFA,0
156,30000.0,FCFA,0
157,15000.0,FCFA,0
158,145500000.0,FCFA,0
159,45000.0,FCFA,0
160,250000.0,FCFA,0
161,37000.0,FCFA,0
162,275000.0,FCFA,0
163,50000.0,FCFA,0
164,520000.0,FCFA,0
165,700000.0,FCFA,0
166,48990000.0,FCFA,0
167,170990000.0,FCFA,0
168,20000.0,FCFA,0
169,24000.0,FCFA,0
170,87560000.0,FCFA,0
171,225000.0,FCFA,0
172,2500000.0,FCFA,0
173,1500000.0,FCFA,0
174,450000.0,FCFA,0
175,1800000.0,FCFA,0
176,12000000.0,FCFA,0
177,58000000.0,FCFA,0
178,270000000.0,FCFA,0
179,825000000.0,FCFA,0
180,183000000.0,FCFA,0
181,180000.0,FCFA,0
182,200000.0,FCFA,0
183,1700000.0,FCFA,0
184,1000000.0,FCFA,0
185,80000.0,FCFA,0
186,227000000.0,FCFA,0
187,600000.0,FCFA,0
188,22500.0,FCFA,0
189,17500.0,FCFA,0
190,325000.0,FCFA,0
191,52000000.0,FCFA,0
192,2031000000.0,FCFA,0
193,4500000.0,FCFA,0
194,170549000.0,FCFA,0
195,21000000.0,FCFA,0
196,650000.0,FCFA,0
197,12500.0,FCFA,0
198,528000.0,FCFA,0
199,22000.0,FCFA,0
200,3000000000.0,FCFA,0
201,72000000.0,FCFA,0
202,36000000.0,FCFA,0
203,69000000.0,FCFA,0
204,950000.0,FCFA,0
205,850000.0,FCFA,0
206,1600000.0,FCFA,0
207,425000000.0,FCFA,0
208,1200000.0,FCFA,0
209,240000000.0,FCFA,0
210,1100000.0,FCFA,0
211,675000.0,FCFA,0
212,375000.0,FCFA,0
213,175000.0,FCFA,0
214,65000.0,FCFA,0
215,28000000.0,FCFA,0
216,22000000.0,FCFA,0
217,85000.0,FCFA,0
218,300000.0,FCFA,0
219,3500000.0,FCFA,0
220,599000000.0,FCFA,0
221,15000000.0,FCFA,0
222,112000000.0,FCFA,0
223,35000.0,FCFA,0
224,298000000.0,FCFA,0
225,1275000.0,FCFA,0
226,500000.0,FCFA,0
227,400000.0,FCFA,0
228,55000.0,FCFA,0
229,70000.0,FCFA,0
230,10.0,FCFA,0
231,510000000.0,FCFA,0
232,560000000.0,FCFA,0
233,850000000.0,FCFA,0
234,990000000.0,FCFA,0
235,5000000.0,FCFA,0
236,4000000.0,FCFA,0
237,750000.0,FCFA,0
238,2300000.0,FCFA,0
239,99000000.0,FCFA,0
240,2600000000.0,FCFA,0
241,66000000.0,FCFA,0
242,425000.0,FCFA,0
243,1250000.0,FCFA,0
244,28000.0,FCFA,0
245,3200000.0,FCFA,0
246,453000000.0,FCFA,0
247,9500000.0,FCFA,0
248,1400000.0,FCFA,0
249,27000.0,FCFA,0
250,430000.0,FCFA,0
251,32500000.0,FCFA,0
252,410000000.0,FCFA,0
253,1750000000.0,FCFA,0
254,103000000.0,FCFA,0
255,49000000.0,FCFA,0
256,140000.0,FCFA,0
257,96000000.0,FCFA,0
258,900000.0,FCFA,0
259,207000.0,FCFA,0
260,150000.0,FCFA,0
261,37500000.0,FCFA,0
262,2400000.0,FCFA,0
263,75000.0,FCFA,0
264,3500000000.0,FCFA,0
265,187000000.0,FCFA,0
266,14000000.0,FCFA,0
267,235000000.0,FCFA,0
268,140.0,FCFA,0
269,1500000000.0,FCFA,0
270,10000.0,FCFA,0
271,12500000.0,FCFA,0
272,40000.0,FCFA,0
273,1900000000.0,FCFA,0
274,8000000.0,FCFA,0
275,39000000.0,FCFA,0
276,2700000.0,FCFA,0
277,13000.0,FCFA,0
278,2600000.0,FCFA,0
279,2200000.0,FCFA,0
280,267000000.0,FCFA,0
281,60000.0,FCFA,0
282,77500000.0,FCFA,0
283,260000.0,FCFA,0
284,420000000.0,FCFA,0
285,78000000.0,FCFA,0
286,13500.0,FCFA,0
287,550000.0,FCFA,0
288,2050000000.0,FCFA,0
289,255000000.0,FCFA,0
290,362000.0,FCFA,0
291,975000000.0,FCFA,0
292,160990000.0,FCFA,0
293,186000000.0,FCFA,0
294,43000000.0,FCFA,0
295,120000.0,FCFA,0
296,9000000.0,FCFA,0
