"id_rgpd","region","departement","arrondissement","commune","quartier","village","concession","menage","nombre_hommes","nombre_femmes","population"
"1","DAKAR","DAKAR","AR. DAKAR-PLATEAU","GOREE",NULL,NULL,NULL,NULL,842,849,1691
"2","DAKAR","DAKAR","AR. DAKAR-PLATEAU","DAKAR-PLATEAU",NULL,NULL,NULL,NULL,18508,16443,34951
"3","DAKAR","DAKAR","AR. DAKAR-PLATEAU","MEDINA",NULL,NULL,NULL,NULL,43893,38651,82544
"4","DAKAR","DAKAR","AR. DAKAR-PLATEAU","GUEULE TAPEE -FASS-COLOBANE",NULL,NULL,NULL,NULL,31562,27665,59227
"5","DAKAR","DAKAR","AR. DAKAR-PLATEAU","FANN/POINT E/ AMITIE",NULL,NULL,NULL,NULL,10756,9359,20115
"6","DAKAR","DAKAR","AR. GRAND-DAKAR","GRAND DAKAR",NULL,NULL,NULL,NULL,24488,22846,47334
"7","DAKAR","DAKAR","AR. GRAND-DAKAR","BISCUITERIE",NULL,NULL,NULL,NULL,39203,34822,74025
"8","DAKAR","DAKAR","AR. GRAND-DAKAR","HLM",NULL,NULL,NULL,NULL,20908,22067,42975
"9","DAKAR","DAKAR","AR. GRAND-DAKAR","HANN/ BEL AIR",NULL,NULL,NULL,NULL,43776,43132,86908
"10","DAKAR","DAKAR","AR. GRAND-DAKAR","SICAP LIBERTE",NULL,NULL,NULL,NULL,19387,21692,41079
"11","DAKAR","DAKAR","AR. GRAND-DAKAR","DIEUPPEUL DERKLE",NULL,NULL,NULL,NULL,18554,20171,38725
"12","DAKAR","DAKAR","AR. ALMADIES","OUAKAM",NULL,NULL,NULL,NULL,49116,51425,100541
"13","DAKAR","DAKAR","AR. ALMADIES","N’GOR",NULL,NULL,NULL,NULL,8927,8779,17706
"14","DAKAR","DAKAR","AR. ALMADIES","YOFF",NULL,NULL,NULL,NULL,57414,61937,119351
"15","DAKAR","DAKAR","AR. ALMADIES","MERMOZ/ SACRE -COEUR",NULL,NULL,NULL,NULL,17975,20623,38598
"16","DAKAR","DAKAR","AR. PARCELLES ASSAINIES","GRAND YOFF",NULL,NULL,NULL,NULL,91693,95082,186775
"17","DAKAR","DAKAR","AR. PARCELLES ASSAINIES","PATTE D’OIE",NULL,NULL,NULL,NULL,22500,24321,46821
"18","DAKAR","DAKAR","AR. PARCELLES ASSAINIES","PARCELLES ASSAINIES",NULL,NULL,NULL,NULL,83275,84396,167671
"19","DAKAR","DAKAR","AR. PARCELLES ASSAINIES","CAMBERENE",NULL,NULL,NULL,NULL,36338,35094,71432
"20","DAKAR","PIKINE","AR. PIKINE DAGOUDANE","PIKINE OUEST",NULL,NULL,NULL,NULL,29024,28216,57240
"21","DAKAR","PIKINE","AR. PIKINE DAGOUDANE","PIKINE EST",NULL,NULL,NULL,NULL,16932,15785,32717
"22","DAKAR","PIKINE","AR. PIKINE DAGOUDANE","PIKINE SUD",NULL,NULL,NULL,NULL,25038,24050,49088
"23","DAKAR","PIKINE","AR. PIKINE DAGOUDANE","DALIFORD",NULL,NULL,NULL,NULL,20051,19045,39096
"24","DAKAR","PIKINE","AR. PIKINE DAGOUDANE","DJIDAH THIAROYE KAO",NULL,NULL,NULL,NULL,52104,48024,100128
"25","DAKAR","PIKINE","AR. PIKINE DAGOUDANE","GUINAW RAIL NORD",NULL,NULL,NULL,NULL,15611,14692,30303
"26","DAKAR","PIKINE","AR. PIKINE DAGOUDANE","GUINAW RAIL SUD",NULL,NULL,NULL,NULL,20801,19384,40185
"27","DAKAR","PIKINE","AR. THIAROYE","THIAROYE /MER",NULL,NULL,NULL,NULL,31102,29977,61079
"28","DAKAR","PIKINE","AR. THIAROYE","DIACK SAO",NULL,NULL,NULL,NULL,21263,19629,40892
"29","DAKAR","PIKINE","AR. THIAROYE","DIAMAGUENE/SICAP M’BAO",NULL,NULL,NULL,NULL,71923,67453,139376
"30","DAKAR","PIKINE","AR. THIAROYE","THIAROYE GARE",NULL,NULL,NULL,NULL,12821,12216,25037
"31","DAKAR","PIKINE","AR. THIAROYE","M’BAO",NULL,NULL,NULL,NULL,73661,75795,149456
"32","DAKAR","RUFISQUE","AR. RUFISQUE EST","RUFISQUE NORD",NULL,NULL,NULL,NULL,64171,62082,126253
"33","DAKAR","RUFISQUE","AR. RUFISQUE EST","RUFISQUE  EST",NULL,NULL,NULL,NULL,42738,42016,84754
"34","DAKAR","RUFISQUE","AR. RUFISQUE EST","RUFISQUE OUEST",NULL,NULL,NULL,NULL,40762,43690,84452
"35","DAKAR","RUFISQUE","COM. BARGNY","COM. BARGNY",NULL,NULL,NULL,NULL,35189,34053,69242
"36","DAKAR","RUFISQUE","COM. SENDOU","COM. SENDOU",NULL,NULL,NULL,NULL,2124,1921,4045
"37","DAKAR","RUFISQUE","AR. DIAMNIADIO","YENE",NULL,NULL,NULL,NULL,18005,16887,34892
"38","DAKAR","RUFISQUE","AR. DIAMNIADIO","DIAMNIADIO",NULL,NULL,NULL,NULL,25516,22243,47759
"39","DAKAR","RUFISQUE","AR. DIAMNIADIO","SEBIKOTANE",NULL,NULL,NULL,NULL,21762,21077,42839
"40","DAKAR","RUFISQUE","AR. SANGALKAM","BAMBYLOR",NULL,NULL,NULL,NULL,31234,29866,61100
"41","DAKAR","RUFISQUE","AR. SANGALKAM","TIVAOUANE PEULH-NIAGHA",NULL,NULL,NULL,NULL,76725,75318,152043
"42","DAKAR","RUFISQUE","AR. SANGALKAM","SANGALKAM",NULL,NULL,NULL,NULL,55540,55418,110958
"43","DAKAR","GUEDIAWAYE","AR. SAM NOTAIRE","GOLF SUD",NULL,NULL,NULL,NULL,55724,58345,114069
"44","DAKAR","GUEDIAWAYE","AR. SAM NOTAIRE","SAM  NOTAIRE",NULL,NULL,NULL,NULL,40008,40558,80566
"45","DAKAR","GUEDIAWAYE","AR. WAKHINANE NIMZATT","N’DIAREME LIMAMOULAYE",NULL,NULL,NULL,NULL,17722,18302,36024
"46","DAKAR","GUEDIAWAYE","AR. WAKHINANE NIMZATT","WAKHINANE NIMZATT",NULL,NULL,NULL,NULL,53111,52350,105461
"47","DAKAR","GUEDIAWAYE","AR. WAKHINANE NIMZATT","MEDINA GOUNASS",NULL,NULL,NULL,NULL,19026,17562,36588
"48","DAKAR","KEUR MASSAR","AR. YEUMBEUL NORD","YEUMBEUL NORD",NULL,NULL,NULL,NULL,104287,100088,204375
"49","DAKAR","KEUR MASSAR","AR. YEUMBEUL NORD","YEUMBEUL SUD",NULL,NULL,NULL,NULL,55563,52506,108069
"50","DAKAR","KEUR MASSAR","AR. MALIKA","MALIKA",NULL,NULL,NULL,NULL,28305,28402,56707
"51","DAKAR","KEUR MASSAR","AR. MALIKA","KEUR MASSAR NORD",NULL,NULL,NULL,NULL,113938,110827,224765
"52","DAKAR","KEUR MASSAR","AR. JAXAAY","JAXAAY-PARCELLES",NULL,NULL,NULL,NULL,35286,35750,71036
"53","DAKAR","KEUR MASSAR","AR. JAXAAY","KEUR MASSAR SUD",NULL,NULL,NULL,NULL,52577,52785,105362
"54","ZIGUINCHOR","BIGNONA","COM. BIGNONA","COM. BIGNONA",NULL,NULL,NULL,NULL,14580,14062,28642
"55","ZIGUINCHOR","BIGNONA","COM. THIONCK-ESSYL","COM. THIONCK-ESSYL",NULL,NULL,NULL,NULL,4553,4408,8961
"56","ZIGUINCHOR","BIGNONA","AR. SINDIAN","DJIBIDIONE",NULL,NULL,NULL,NULL,4889,3970,8859
"57","ZIGUINCHOR","BIGNONA","AR. SINDIAN","OULAMPANE",NULL,NULL,NULL,NULL,7845,7064,14909
"58","ZIGUINCHOR","BIGNONA","AR. SINDIAN","SINDIAN",NULL,NULL,NULL,NULL,6103,5573,11676
"59","ZIGUINCHOR","BIGNONA","AR. SINDIAN","SUELLE",NULL,NULL,NULL,NULL,4933,4241,9174
"60","ZIGUINCHOR","BIGNONA","AR. TENDOUCK","BALINGORE",NULL,NULL,NULL,NULL,2878,2635,5513
"61","ZIGUINCHOR","BIGNONA","AR. TENDOUCK","DIEGOUNE",NULL,NULL,NULL,NULL,3755,3779,7534
"62","ZIGUINCHOR","BIGNONA","AR. TENDOUCK","KARTHIACK",NULL,NULL,NULL,NULL,4028,3934,7962
"63","ZIGUINCHOR","BIGNONA","AR. TENDOUCK","MANGAGOULACK",NULL,NULL,NULL,NULL,4406,4097,8503
"64","ZIGUINCHOR","BIGNONA","AR. TENDOUCK","MLOMP",NULL,NULL,NULL,NULL,1557,1571,3128
"65","ZIGUINCHOR","BIGNONA","AR. TENGHORY","COUBALAN",NULL,NULL,NULL,NULL,6145,6011,12156
"66","ZIGUINCHOR","BIGNONA","AR. TENGHORY","NIAMONE",NULL,NULL,NULL,NULL,4573,4212,8785
"67","ZIGUINCHOR","BIGNONA","AR. TENGHORY","OUONCK",NULL,NULL,NULL,NULL,5546,5368,10914
"68","ZIGUINCHOR","BIGNONA","AR. TENGHORY","TENGHORY",NULL,NULL,NULL,NULL,20207,19302,39509
"69","ZIGUINCHOR","BIGNONA","AR. KATABA I","DJINAKI",NULL,NULL,NULL,NULL,10115,9465,19580
"70","ZIGUINCHOR","BIGNONA","AR. KATABA I","KAFOUNTINE",NULL,NULL,NULL,NULL,22843,18747,41590
"71","ZIGUINCHOR","BIGNONA","AR. KATABA I","KATABA I",NULL,NULL,NULL,NULL,16791,15205,31996
"72","ZIGUINCHOR","BIGNONA","AR. KATABA I","COM. DIOULOULOU",NULL,NULL,NULL,NULL,4435,3674,8109
"73","ZIGUINCHOR","OUSSOUYE","COM. OUSSOUYE","COM. OUSSOUYE",NULL,NULL,NULL,NULL,2907,2798,5705
"74","ZIGUINCHOR","OUSSOUYE","AR. CABROUSSE","DJEMBERING",NULL,NULL,NULL,NULL,13792,12110,25902
"75","ZIGUINCHOR","OUSSOUYE","AR. CABROUSSE","SANTHIABA MANJACQUE",NULL,NULL,NULL,NULL,1520,1521,3041
"76","ZIGUINCHOR","OUSSOUYE","AR. LOUDIA OUOLOF","MLOMP",NULL,NULL,NULL,NULL,6050,5376,11426
"77","ZIGUINCHOR","OUSSOUYE","AR. LOUDIA OUOLOF","OUKOUT",NULL,NULL,NULL,NULL,4116,4377,8493
"78","ZIGUINCHOR","ZIGUINCHOR","COM. ZIGUINCHOR","COM. ZIGUINCHOR",NULL,NULL,NULL,NULL,109399,105475,214874
"79","ZIGUINCHOR","ZIGUINCHOR","AR. NIAGUIS","ADEANE",NULL,NULL,NULL,NULL,9981,9747,19728
"80","ZIGUINCHOR","ZIGUINCHOR","AR. NIAGUIS","BOUTOUPA CAMARACOUNDA",NULL,NULL,NULL,NULL,4588,4094,8682
"81","ZIGUINCHOR","ZIGUINCHOR","AR. NIAGUIS","NIAGUIS",NULL,NULL,NULL,NULL,10986,10685,21671
"82","ZIGUINCHOR","ZIGUINCHOR","AR. NYASSIA","ENAMPORE",NULL,NULL,NULL,NULL,2530,2347,4877
"83","ZIGUINCHOR","ZIGUINCHOR","AR. NYASSIA","NYASSIA",NULL,NULL,NULL,NULL,2932,2737,5669
"84","DIOURBEL","BAMBEY","COM. BAMBEY","COM. BAMBEY",NULL,NULL,NULL,NULL,17792,19582,37374
"85","DIOURBEL","BAMBEY","AR. BABA GARAGE","BABA GARAGE",NULL,NULL,NULL,NULL,9199,9106,18305
"86","DIOURBEL","BAMBEY","AR. BABA GARAGE","DINGUIRAYE",NULL,NULL,NULL,NULL,6222,5659,11881
"87","DIOURBEL","BAMBEY","AR. BABA GARAGE","KEUR SAMBA KANE",NULL,NULL,NULL,NULL,10336,10700,21036
"88","DIOURBEL","BAMBEY","AR. LAMBAYE","GAWANE",NULL,NULL,NULL,NULL,10317,9590,19907
"89","DIOURBEL","BAMBEY","AR. LAMBAYE","LAMBAYE",NULL,NULL,NULL,NULL,13731,16755,30486
"90","DIOURBEL","BAMBEY","AR. LAMBAYE","N’GOGOM",NULL,NULL,NULL,NULL,20151,20797,40948
"91","DIOURBEL","BAMBEY","AR. LAMBAYE","REFANE",NULL,NULL,NULL,NULL,19871,20084,39955
"92","DIOURBEL","BAMBEY","AR. N’GOYE","DANGALMA",NULL,NULL,NULL,NULL,21822,22576,44398
"93","DIOURBEL","BAMBEY","AR. N’GOYE","N’DONDOL",NULL,NULL,NULL,NULL,12189,13654,25843
"94","DIOURBEL","BAMBEY","AR. N’GOYE","N’GOYE",NULL,NULL,NULL,NULL,26184,28054,54238
"95","DIOURBEL","BAMBEY","AR. N’GOYE","THIAKAR",NULL,NULL,NULL,NULL,16386,15710,32096
"96","DIOURBEL","DIOURBEL","COM. DIOURBEL","COM. DIOURBEL",NULL,NULL,NULL,NULL,78003,79551,157554
"97","DIOURBEL","DIOURBEL","AR. N’DINDY","DANKH  SENE",NULL,NULL,NULL,NULL,6137,6273,12410
"98","DIOURBEL","DIOURBEL","AR. N’DINDY","GADE ESCALE",NULL,NULL,NULL,NULL,2376,2145,4521
"99","DIOURBEL","DIOURBEL","AR. N’DINDY","N’DINDY",NULL,NULL,NULL,NULL,8802,8524,17326
"100","DIOURBEL","DIOURBEL","AR. N’DINDY","KEUR N’GALGOU",NULL,NULL,NULL,NULL,5096,4664,9760
"101","DIOURBEL","DIOURBEL","AR. N’DINDY","TAIBA MOUTOUPHA",NULL,NULL,NULL,NULL,7108,6782,13890
"102","DIOURBEL","DIOURBEL","AR. N’DINDY","TOUBA LAPPE",NULL,NULL,NULL,NULL,2788,2339,5127
"103","DIOURBEL","DIOURBEL","AR. N’DOULO","N’DOULO",NULL,NULL,NULL,NULL,7458,7362,14820
"104","DIOURBEL","DIOURBEL","AR. N’DOULO","N’GOHE",NULL,NULL,NULL,NULL,20560,20198,40758
"105","DIOURBEL","DIOURBEL","AR. N’DOULO","PATAR",NULL,NULL,NULL,NULL,13549,13107,26656
"106","DIOURBEL","DIOURBEL","AR. N’DOULO","TOCKY GARE",NULL,NULL,NULL,NULL,12901,11920,24821
"107","DIOURBEL","DIOURBEL","AR. N’DOULO","TOURE M’BONDE",NULL,NULL,NULL,NULL,8588,7878,16466
"108","DIOURBEL","M’BACKE","COM. M’BACKE","COM. M’BACKE",NULL,NULL,NULL,NULL,49369,52082,101451
"109","DIOURBEL","M’BACKE","AR. KAEL","DENDEYE GOUYE GUI",NULL,NULL,NULL,NULL,3676,3385,7061
"110","DIOURBEL","M’BACKE","AR. KAEL","DAROU SALAM  TYP",NULL,NULL,NULL,NULL,4005,3240,7245
"111","DIOURBEL","M’BACKE","AR. KAEL","KAEL",NULL,NULL,NULL,NULL,3770,3374,7144
"112","DIOURBEL","M’BACKE","AR. KAEL","MADINA",NULL,NULL,NULL,NULL,4713,4050,8763
"113","DIOURBEL","M’BACKE","AR. KAEL","N’DIOUMANE  T. THIEKENE",NULL,NULL,NULL,NULL,3435,3216,6651
"114","DIOURBEL","M’BACKE","AR. KAEL","TOUBA  M’BOUL",NULL,NULL,NULL,NULL,7012,6219,13231
"115","DIOURBEL","M’BACKE","AR. KAEL","DAROU NAHIM",NULL,NULL,NULL,NULL,1631,1311,2942
"116","DIOURBEL","M’BACKE","AR. KAEL","TAIBA TIECKENE",NULL,NULL,NULL,NULL,1403,1062,2465
"117","DIOURBEL","M’BACKE","AR. N’DAME","DALLA N’GABOU",NULL,NULL,NULL,NULL,6983,5626,12609
"118","DIOURBEL","M’BACKE","AR. N’DAME","MISSIRAH",NULL,NULL,NULL,NULL,4512,3904,8416
"119","DIOURBEL","M’BACKE","AR. N’DAME","N’GHAYE",NULL,NULL,NULL,NULL,3530,3247,6777
"120","DIOURBEL","M’BACKE","AR. N’DAME","TOUBA FALL",NULL,NULL,NULL,NULL,6322,5178,11500
"121","DIOURBEL","M’BACKE","AR. N’DAME","TOUBA MOSQUEE",NULL,NULL,NULL,NULL,550565,570259,1120824
"122","DIOURBEL","M’BACKE","AR. TAIF","SADIO",NULL,NULL,NULL,NULL,12196,12248,24444
"123","DIOURBEL","M’BACKE","AR. TAIF","TAÏF",NULL,NULL,NULL,NULL,9063,9170,18233
"124","SAINT-LOUIS","DAGANA","COM. DAGANA","COM. DAGANA",NULL,NULL,NULL,NULL,13893,12675,26568
"125","SAINT-LOUIS","DAGANA","COM. RICHARD-TOLL","COM. RICHARD-TOLL",NULL,NULL,NULL,NULL,38787,34360,73147
"126","SAINT-LOUIS","DAGANA","AR. MBANE","MBANE",NULL,NULL,NULL,NULL,20226,20528,40754
"127","SAINT-LOUIS","DAGANA","AR. MBANE","BOKHOL",NULL,NULL,NULL,NULL,11395,11256,22651
"128","SAINT-LOUIS","DAGANA","AR. MBANE","COM. GAE",NULL,NULL,NULL,NULL,6400,5896,12296
"129","SAINT-LOUIS","DAGANA","AR. MBANE","COM. NDOMBO SANDJIRY",NULL,NULL,NULL,NULL,3343,2837,6180
"130","SAINT-LOUIS","DAGANA","AR. NDIAYE","DIAMA",NULL,NULL,NULL,NULL,24684,23814,48498
"131","SAINT-LOUIS","DAGANA","AR. NDIAYE","NGNITH",NULL,NULL,NULL,NULL,17018,15691,32709
"132","SAINT-LOUIS","DAGANA","AR. NDIAYE","RONKH",NULL,NULL,NULL,NULL,14616,13120,27736
"133","SAINT-LOUIS","DAGANA","AR. NDIAYE","COM. ROSS-BETHIO",NULL,NULL,NULL,NULL,8726,7499,16225
"134","SAINT-LOUIS","DAGANA","AR. NDIAYE","COM. ROSSO-SENEGAL",NULL,NULL,NULL,NULL,11774,10525,22299
"135","SAINT-LOUIS","PODOR","COM. PODOR","COM. PODOR",NULL,NULL,NULL,NULL,6366,6146,12512
"136","SAINT-LOUIS","PODOR","COM. NDIOUM","COM. NDIOUM",NULL,NULL,NULL,NULL,10764,9506,20270
"137","SAINT-LOUIS","PODOR","AR. CAS-CAS","MEDINA NDIATHBE",NULL,NULL,NULL,NULL,20963,20528,41491
"138","SAINT-LOUIS","PODOR","AR. CAS-CAS","DOUNGA-LAO",NULL,NULL,NULL,NULL,21265,22346,43611
"139","SAINT-LOUIS","PODOR","AR. CAS-CAS","MERY",NULL,NULL,NULL,NULL,11383,11348,22731
"140","SAINT-LOUIS","PODOR","AR. CAS-CAS","COM. AERE LAO",NULL,NULL,NULL,NULL,7297,7087,14384
"141","SAINT-LOUIS","PODOR","AR. CAS-CAS","COM. GOLLERE",NULL,NULL,NULL,NULL,3755,3369,7124
"142","SAINT-LOUIS","PODOR","AR. CAS-CAS","COM. MBOUMBA",NULL,NULL,NULL,NULL,2922,2535,5457
"143","SAINT-LOUIS","PODOR","AR. CAS-CAS","COM. WALALDE",NULL,NULL,NULL,NULL,2203,2184,4387
"144","SAINT-LOUIS","PODOR","AR. SALDE","BOKE DIALLOUBE",NULL,NULL,NULL,NULL,19998,19508,39506
"145","SAINT-LOUIS","PODOR","AR. SALDE","MBOLO BIRANE",NULL,NULL,NULL,NULL,15654,15448,31102
"146","SAINT-LOUIS","PODOR","AR. SALDE","COM. GALOYA TOUCOULEUR",NULL,NULL,NULL,NULL,3448,3053,6501
"147","SAINT-LOUIS","PODOR","AR. SALDE","COM. PETE",NULL,NULL,NULL,NULL,2521,2314,4835
"148","SAINT-LOUIS","PODOR","AR. THILLE BOUBACAR","FANAYE",NULL,NULL,NULL,NULL,24123,24051,48174
"149","SAINT-LOUIS","PODOR","AR. THILLE BOUBACAR","NDIAYENE PENDAO",NULL,NULL,NULL,NULL,16799,17213,34012
"150","SAINT-LOUIS","PODOR","AR. THILLE BOUBACAR","COM. NDIANDANE",NULL,NULL,NULL,NULL,3553,3216,6769
"151","SAINT-LOUIS","PODOR","AR. GAMADJI SARE","DODEL",NULL,NULL,NULL,NULL,22055,24261,46316
"152","SAINT-LOUIS","PODOR","AR. GAMADJI SARE","GAMADJI SARE",NULL,NULL,NULL,NULL,14593,15378,29971
"153","SAINT-LOUIS","PODOR","AR. GAMADJI SARE","GUEDE VILLAGE",NULL,NULL,NULL,NULL,26224,26454,52678
"154","SAINT-LOUIS","PODOR","AR. GAMADJI SARE","COM. BODE LAO",NULL,NULL,NULL,NULL,1842,1918,3760
"155","SAINT-LOUIS","PODOR","AR. GAMADJI SARE","COM. DEMETTE",NULL,NULL,NULL,NULL,1675,1739,3414
"156","SAINT-LOUIS","PODOR","AR. GAMADJI SARE","COM. GUEDE CHANTIER",NULL,NULL,NULL,NULL,3468,3534,7002
"157","SAINT-LOUIS","SAINT LOUIS","COM. SAINT LOUIS","COM. SAINT LOUIS",NULL,NULL,NULL,NULL,130257,123914,254171
"158","SAINT-LOUIS","SAINT LOUIS","AR. RAO","GANDON",NULL,NULL,NULL,NULL,36654,34426,71080
"159","SAINT-LOUIS","SAINT LOUIS","AR. RAO","FASS NGOM",NULL,NULL,NULL,NULL,11865,11289,23154
"160","SAINT-LOUIS","SAINT LOUIS","AR. RAO","N’DIEBENE GANDIOLE",NULL,NULL,NULL,NULL,13093,14845,27938
"161","SAINT-LOUIS","SAINT LOUIS","AR. RAO","COM. M’PAL",NULL,NULL,NULL,NULL,5282,5743,11025
"162","TAMBACOUNDA","BAKEL","COM. BAKEL","COM. BAKEL",NULL,NULL,NULL,NULL,10350,8589,18939
"163","TAMBACOUNDA","BAKEL","AR. KENIEBA","GATHIARY",NULL,NULL,NULL,NULL,2056,1917,3973
"164","TAMBACOUNDA","BAKEL","AR. KENIEBA","MADINA FOULBE",NULL,NULL,NULL,NULL,2118,1685,3803
"165","TAMBACOUNDA","BAKEL","AR. KENIEBA","SADATOU",NULL,NULL,NULL,NULL,9583,7676,17259
"166","TAMBACOUNDA","BAKEL","AR. KENIEBA","TOUMBOURA",NULL,NULL,NULL,NULL,2457,2571,5028
"167","TAMBACOUNDA","BAKEL","AR. BELE","BELE",NULL,NULL,NULL,NULL,13256,12605,25861
"168","TAMBACOUNDA","BAKEL","AR. BELE","SINTHIOU-FISSA",NULL,NULL,NULL,NULL,6390,6510,12900
"169","TAMBACOUNDA","BAKEL","AR. BELE","COM. KIDIRA",NULL,NULL,NULL,NULL,7103,6448,13551
"170","TAMBACOUNDA","BAKEL","AR. MOUDERY","BALLOU",NULL,NULL,NULL,NULL,11851,12107,23958
"171","TAMBACOUNDA","BAKEL","AR. MOUDERY","GABOU",NULL,NULL,NULL,NULL,14422,14190,28612
"172","TAMBACOUNDA","BAKEL","AR. MOUDERY","MOUDERY",NULL,NULL,NULL,NULL,11359,12547,23906
"173","TAMBACOUNDA","BAKEL","AR. MOUDERY","COM. DIAWARA",NULL,NULL,NULL,NULL,5881,6266,12147
"174","TAMBACOUNDA","TAMBACOUNDA","COM. TAMBACOUNDA","COM. TAMBACOUNDA",NULL,NULL,NULL,NULL,75735,73336,149071
"175","TAMBACOUNDA","TAMBACOUNDA","AR. KOUSSANAR","KOUSSANAR",NULL,NULL,NULL,NULL,20735,20369,41104
"176","TAMBACOUNDA","TAMBACOUNDA","AR. KOUSSANAR","SINTHIOU MALEM",NULL,NULL,NULL,NULL,15318,14214,29532
"177","TAMBACOUNDA","TAMBACOUNDA","AR. MAKACOULIBANTANG","MAKACOULIBATANG",NULL,NULL,NULL,NULL,27285,25699,52984
"178","TAMBACOUNDA","TAMBACOUNDA","AR. MAKACOULIBANTANG","N’DOGA BABACAR",NULL,NULL,NULL,NULL,14437,14131,28568
"179","TAMBACOUNDA","TAMBACOUNDA","AR. MAKACOULIBANTANG","NIANI TOUCOULEUR",NULL,NULL,NULL,NULL,9381,8688,18069
"180","TAMBACOUNDA","TAMBACOUNDA","AR. MISSIRAH","DIALACOTO",NULL,NULL,NULL,NULL,13071,11448,24519
"181","TAMBACOUNDA","TAMBACOUNDA","AR. MISSIRAH","MISSIRAH",NULL,NULL,NULL,NULL,28931,28649,57580
